basomrade;name;year;Befolkning Total
2169999;Farsta fg rest;2009;232
5512020;Bollmora industriomr;2005;232
6131100;Södersvik;2015;232
6131100;Södersvik;2016;232
6132120;Östhamra;2010;232
6341430;Tveta glesbygd;2002;232
6399999;Södertälje kn rest;2008;232
1010201;Centralstationen N;2009;233
2169999;Farsta fg rest;2008;233
2210860;Åkeshovsbadet;2006;233
3510140;Ekillatorp;2000;233
4260500;Vada glesbygd;2010;233
5110440;Fittja industriomr;2016;233
5120820;Blockvägen;2012;233
5120970;Loviseberg;2000;233
5299999;Haninge kn rest;2007;233
5411330;Vikdalen;2002;233
6164100;Söderby-Karl;2002;233
2210860;Åkeshovsbadet;2003;234
2210860;Åkeshovsbadet;2007;234
5120820;Blockvägen;2013;234
5255930;Årsta havsbad V - Berga;2013;234
5255930;Årsta havsbad V - Berga;2015;234
6132120;Östhamra;2012;234
6132120;Östhamra;2013;234
1010201;Centralstationen N;2006;235
3610670;Väsjöområdet;2015;235
5120920;Tumba glesbygd;2005;235
5199999;Botkyrka kn rest;2011;235
5255930;Årsta Havsbad V - Berga;2007;235
5255930;Årsta Havsbad V - Berga;2008;235
5340750;Flemingsbergs glesbygd;2009;235
6132120;Östhamra;2009;235
6240510;Järflotta;2011;235
2169999;Farsta fg rest;2006;236
2210860;Åkeshovsbadet;2004;236
3220262;Gällsta Ö;2001;236
3347202;Barkarby Handelsplats Syd;2012;236
4270502;Älgeby/Garns-Ekskogen;2000;236
5240000;Ornö församling;2015;236
6131100;Södersvik;2006;236
6132120;Östhamra;2007;236
6164100;Söderby-Karl;2004;236
1310100;Stadshuset;2008;237
3347202;Barkarby Handelsplats Syd;2014;237
3510140;Ekillatorp;2002;237
3610670;Väsjöområdet;2010;237
3610670;Väsjöområdet;2011;237
3610670;Väsjöområdet;2012;237
5120820;Blockvägen;2014;237
5233000;Utö;2004;237
5255930;Årsta Havsbad V - Berga;2009;237
5411330;Vikdalen;2017;237
6123220;Södra Estuna;2000;237
6131100;Södersvik;2007;237
6131100;Södersvik;2011;237
6131100;Södersvik;2017;237
6133600;Yxlan;2016;237
6164100;Söderby-Karl;2009;237
6240510;Järflotta;2010;237
6240510;Järflotta;2015;237
1010201;Centralstationen N;2015;238
1120132;Norra Bantorget V;2011;238
2249999;Spånga fg rest;2004;238
3347202;Barkarby Handelsplats Syd;2015;238
3710191;Nya Ulriksdal;2011;238
3710421;Karolinska sjukhuset;2015;238
4210450;Östra Vallentuna tätort;2015;238
5630600;Värmdö norra skärgård;2001;238
6123220;Södra Estuna;2002;238
6131100;Södersvik;2008;238
6131100;Södersvik;2010;238
6131100;Södersvik;2014;238
6132120;Östhamra;2011;238
6133600;Yxlan;2006;238
6133600;Yxlan;2009;238
6133600;Yxlan;2017;238
6162200;Grisslehamn;2011;238
6163500;Björkö;2015;238
6163500;Björkö;2016;238
6399999;Södertälje kn rest;2014;238
1310100;Stadshuset;2011;239
3810825;Stora Ursvik Norra;2017;239
5199999;Botkyrka kn rest;2010;239
5255930;Årsta havsbad V - Berga;2014;239
5411200;Sickla industriomr;2002;239
6131100;Södersvik;2004;239
6133600;Yxlan;2004;239
1010210;Tegelbacken;2004;240
2110360;Örnsbergs industriomr;2010;240
2210860;Åkeshovsbadet;2002;240
5233000;Utö;2003;240
5630600;Värmdö norra skärgård;2006;240
5630600;Värmdö norra skärgård;2011;240
6132120;Östhamra;2008;240
1439999;Katarina fg rest;2008;241
3510140;Ekillatorp;2001;241
5120820;Blockvägen;2011;241
5120820;Blockvägen;2017;241
5499999;Nacka kn rest;2007;241
5630600;Värmdö norra skärgård;2002;241
5630600;Värmdö norra skärgård;2004;241
5630600;Värmdö norra skärgård;2010;241
5711020;Söderby Park;2005;241
6133600;Yxlan;2005;241
6164100;Söderby-Karl;2007;241
6164100;Söderby-Karl;2012;241
1210232;Lill-Jansskogen V;2016;242
5199999;Botkyrka kn rest;2001;242
5233000;Utö;2002;242
6132120;Östhamra;2006;242
6133600;Yxlan;2011;242
6162200;Grisslehamn;2010;242
6240510;Järflotta;2006;242
1010201;Centralstationen N;2011;243
1010201;Centralstationen N;2016;243
1310100;Stadshuset;2003;243
2210860;Åkeshovsbadet;2000;243
2210860;Åkeshovsbadet;2005;243
3347202;Barkarby Handelsplats Syd;2013;243
5630600;Värmdö norra skärgård;2005;243
6164100;Söderby-Karl;2011;243
1310100;Stadshuset;2010;244
3510440;Gamla Brista;2015;244
4070140;Norrboda;2007;244
5120820;Blockvägen;2015;244
5120820;Blockvägen;2016;244
5120920;Tumba glesbygd;2004;244
5630600;Värmdö norra skärgård;2003;244
6123220;Södra Estuna;2001;244
6133600;Yxlan;2010;244
6133600;Yxlan;2012;244
6163500;Björkö;2017;244
6399999;Södertälje kn rest;2007;244
6399999;Södertälje kn rest;2016;244
1010201;Centralstationen N;2005;245
1310100;Stadshuset;2012;245
3710421;Karolinska sjukhuset;2014;245
4260500;Vada glesbygd;2011;245
6131100;Södersvik;2012;245
6133600;Yxlan;2013;245
6240510;Järflotta;2013;245
6399999;Södertälje kn rest;2015;245
2210860;Åkeshovsbadet;2001;246
5630600;Värmdö norra skärgård;2007;246
6131100;Södersvik;2005;246
6132120;Östhamra;2005;246
6133600;Yxlan;2002;246
6164100;Söderby-Karl;2013;246
3910250;Åkerby industriomr;2017;247
4260500;Vada glesbygd;2012;247
5211950;Årsta Havsbad Ö;2004;247
5240000;Ornö församling;2014;247
5411330;Vikdalen;2003;247
6163500;Björkö;2010;247
6240510;Järflotta;2009;247
6240510;Järflotta;2012;247
1010201;Centralstationen N;2007;248
1310100;Stadshuset;2013;248
3610670;Väsjöområdet;2016;248
3610932;Östra Silverdal;2004;248
3710421;Karolinska sjukhuset;2013;248
5255151;Nedersta;2016;248
5340750;Flemingsbergs glesbygd;2010;248
5411330;Vikdalen;2016;248
5630600;Värmdö norra skärgård;2000;248
6133600;Yxlan;2003;248
6133600;Yxlan;2014;248
6240510;Järflotta;2016;248
1010201;Centralstationen N;2004;249
1010201;Centralstationen N;2017;249
4122320;Väsby industriomr;2015;249
4270502;Älgeby/Garns-Ekskogen;2001;249
5120970;Loviseberg;2009;249
6132200;Frötuna;2008;249
6133600;Yxlan;2015;249
6240510;Järflotta;2007;249
6240510;Järflotta;2014;249
6399999;Södertälje kn rest;2013;249
1010201;Centralstationen N;2012;250
1010201;Centralstationen N;2014;250
1310100;Stadshuset;2009;250
2139999;Vantör fg rest;2007;250
2139999;Vantör fg rest;2009;250
2169999;Farsta fg rest;2007;250
4260500;Vada glesbygd;2013;250
4270502;Älgeby/Garns-Ekskogen;2002;250
5630600;Värmdö norra skärgård;2008;250
6131100;Södersvik;2013;250
6132120;Östhamra;2003;250
6240510;Järflotta;2008;250
6240510;Järflotta;2017;250
1010201;Centralstationen N;2003;251
1310100;Stadshuset;2007;251
5240000;Ornö församling;2016;251
5411330;Vikdalen;2004;251
5411330;Vikdalen;2015;251
6123220;Södra Estuna;2003;251
1310100;Stadshuset;2017;252
5199999;Botkyrka kn rest;2003;252
5630600;Värmdö norra skärgård;2009;252
2110310;Axelsbergs Torg;2017;253
3810310;Lötsjö;2001;253
6121000;Malsta församling;2004;253
6132120;Östhamra;2000;253
1010201;Centralstationen N;2013;254
1010210;Tegelbacken;2005;254
4260500;Vada glesbygd;2014;254
4311900;Oskar Fredriksborg;2015;254
5411330;Vikdalen;2014;254
6123220;Södra Estuna;2004;254
6131502;Gräddö;2013;254
6133600;Yxlan;2001;254
3510440;Gamla Brista;2016;255
3610810;Falkberget;2005;255
6123220;Södra Estuna;2005;255
6131502;Gräddö;2014;255
6154100;Skebobruk;2006;255
3510140;Ekillatorp;2003;256
4070140;Norrboda;2008;256
4070140;Norrboda;2010;256
5199999;Botkyrka kn rest;2006;256
5255151;Nedersta;2017;256
5411330;Vikdalen;2007;256
6131502;Gräddö;2008;256
6132120;Östhamra;2004;256
6341430;Tveta glesbygd;2003;256
1310100;Stadshuset;2004;257
3510140;Ekillatorp;2004;257
3510140;Ekillatorp;2005;257
4270502;Älgeby/Garns-Ekskogen;2003;257
4270502;Älgeby/Garns-Ekskogen;2004;257
5240000;Ornö församling;2013;257
5240000;Ornö församling;2017;257
5255930;Årsta havsbad V - Berga;2016;257
5411330;Vikdalen;2005;257
5411330;Vikdalen;2006;257
5411330;Vikdalen;2012;257
6133600;Yxlan;2000;257
6163500;Björkö;2009;257
2119999;Hägersten fg rest;2009;258
3510440;Gamla Brista;2017;258
3810310;Lötsjö;2006;258
5340750;Flemingsbergs glesbygd;2013;258
1120132;Norra Bantorget V;2012;259
1220110;Östermalmshallen;2007;259
1310100;Stadshuset;2006;259
3710152;Nationalarenan;2014;259
3810310;Lötsjö;2000;259
3810310;Lötsjö;2003;259
4260500;Vada glesbygd;2015;259
5411330;Vikdalen;2008;259
5411330;Vikdalen;2013;259
6131502;Gräddö;2010;259
6162200;Grisslehamn;2006;259
1010201;Centralstationen N;2002;260
2230560;Södra Vinsta;2004;260
3910463;Östra landsbygden 1;2016;260
5240000;Ornö församling;2000;260
6131502;Gräddö;2015;260
6163500;Björkö;2007;260
1010290;Oxtorget;2002;261
6131502;Gräddö;2007;261
6131502;Gräddö;2011;261
6132120;Östhamra;2002;261
6162200;Grisslehamn;2008;261
6164100;Söderby-Karl;2014;261
1120132;Norra Bantorget V;2016;262
1310100;Stadshuset;2014;262
3810310;Lötsjö;2002;262
5199999;Botkyrka kn rest;2012;262
5240000;Ornö församling;2011;262
5340750;Flemingsbergs glesbygd;2014;262
5399999;Huddinge kn rest;2010;262
6123220;Södra Estuna;2006;262
6131502;Gräddö;2006;262
6162200;Grisslehamn;2009;262
6163500;Björkö;2008;262
1010290;Oxtorget;2001;263
1120132;Norra Bantorget V;2014;263
1120132;Norra Bantorget V;2017;263
1310100;Stadshuset;2016;263
1310140;Tekniska Nämndhuset;2005;263
3810310;Lötsjö;2005;263
4260500;Vada glesbygd;2017;263
4270502;Älgeby/Garns-Ekskogen;2005;263
6131502;Gräddö;2012;263
6162200;Grisslehamn;2007;263
1310100;Stadshuset;2015;264
3810310;Lötsjö;2004;264
5411330;Vikdalen;2011;264
6131502;Gräddö;2005;264
3534031;Sankt Olofs glesbygd;2014;265
3810310;Lötsjö;2007;265
4070140;Norrboda;2009;265
6121000;Malsta församling;2005;265
6131502;Gräddö;2009;265
1220110;Östermalmshallen;2011;266
1220110;Östermalmshallen;2013;266
1310100;Stadshuset;2005;266
4270502;Älgeby/Garns-Ekskogen;2006;266
4311443;Kullön;2001;266
6132120;Östhamra;2001;266
6154100;Skebobruk;2005;266
6162200;Grisslehamn;2002;266
6162200;Grisslehamn;2005;266
6341430;Tveta glesbygd;2005;266
1120132;Norra Bantorget V;2013;267
1310140;Tekniska Nämndhuset;2006;267
3220262;Gällsta Ö;2002;267
5211950;Årsta Havsbad Ö;2012;267
5411330;Vikdalen;2010;267
6131502;Gräddö;2000;267
1310140;Tekniska Nämndhuset;2009;268
1310140;Tekniska Nämndhuset;2010;268
5340750;Flemingsbergs glesbygd;2011;268
6131502;Gräddö;2002;268
1310140;Tekniska Nämndhuset;2004;269
1310140;Tekniska Nämndhuset;2008;269
6123220;Södra Estuna;2007;269
1230370;Tegeludden;2010;270
1310140;Tekniska Nämndhuset;2007;270
3312102;Bolinder Strand;2006;270
3610670;Väsjöområdet;2017;270
5211453;Gamla Nynäsvägen;2017;270
5211950;Årsta Havsbad Ö;2005;270
5240000;Ornö församling;2005;270
6154100;Skebobruk;2012;270
6164100;Söderby-Karl;2016;270
2230560;Södra Vinsta;2005;271
3910120;Örnstigen;2009;271
4070140;Norrboda;2011;271
4210450;Östra Vallentuna tätort;2016;271
4260500;Vada glesbygd;2016;271
4270502;Älgeby/Garns-Ekskogen;2010;271
5211453;Gamla Nynäsvägen;2011;271
5240000;Ornö församling;2006;271
5240000;Ornö församling;2007;271
5255930;Årsta havsbad V - Berga;2017;271
6131502;Gräddö;2004;271
6154100;Skebobruk;2000;271
6154100;Skebobruk;2007;271
1010210;Tegelbacken;2007;272
3710170;Råstahem;2001;272
5211950;Årsta Havsbad Ö;2007;272
5240000;Ornö församling;2008;272
5240000;Ornö församling;2012;272
5650000;Möja församling;2017;272
6154100;Skebobruk;2004;272
6162200;Grisslehamn;2000;272
6164100;Söderby-Karl;2017;272
6341430;Tveta glesbygd;2006;272
1010210;Tegelbacken;2006;273
1220110;Östermalmshallen;2008;273
3510140;Ekillatorp;2006;273
5211950;Årsta Havsbad Ö;2013;273
5240000;Ornö församling;2010;273
5340660;Forskarparken;2017;273
1220110;Östermalmshallen;2009;274
1310140;Tekniska Nämndhuset;2001;274
2139999;Vantör fg rest;2008;274
3534031;Sankt Olofs glesbygd;2013;274
3710170;Råstahem;2006;274
5211453;Gamla Nynäsvägen;2015;274
6123220;Södra Estuna;2009;274
6131502;Gräddö;2016;274
6162200;Grisslehamn;2004;274
6341430;Tveta glesbygd;2004;274
1120132;Norra Bantorget V;2015;275
1310140;Tekniska Nämndhuset;2003;275
3510120;Märsta kyrka;2000;275
4070140;Norrboda;2012;275
5211453;Gamla Nynäsvägen;2014;275
5211453;Gamla Nynäsvägen;2016;275
5211950;Årsta Havsbad Ö;2006;275
5211950;Årsta Havsbad Ö;2011;275
6123220;Södra Estuna;2008;275
6131502;Gräddö;2003;275
6154100;Skebobruk;2009;275
6163500;Björkö;2006;275
1220110;Östermalmshallen;2006;276
3710170;Råstahem;2016;276
5211920;Gålö Sandemar;2000;276
5650000;Möja församling;2016;276
6154100;Skebobruk;2011;276
6164100;Söderby-Karl;2015;276
3551150;Steninge gård;2008;277
5211453;Gamla Nynäsvägen;2010;277
5255130;Västerhaninge kyrka;2002;277
5650000;Möja församling;2014;277
6131502;Gräddö;2001;277
6131502;Gräddö;2017;277
6154100;Skebobruk;2017;277
2110370;Örnsberg Syd-Väst;2009;278
3710170;Råstahem;2017;278
5211453;Gamla Nynäsvägen;2012;278
5211950;Årsta Havsbad Ö;2010;278
5399999;Huddinge kn rest;2017;278
5411330;Vikdalen;2009;278
6154100;Skebobruk;2008;278
6162200;Grisslehamn;2001;278
6162200;Grisslehamn;2003;278
1220110;Östermalmshallen;2012;279
3413810;Bergsätra;2002;279
3413840;Aga;2013;279
3510140;Ekillatorp;2007;279
5120970;Loviseberg;2010;279
5240000;Ornö församling;2009;279
5611160;Ösby Grind;2013;279
6154100;Skebobruk;2001;279
2160760;Östra Larsboda;2015;280
3710170;Råstahem;2008;280
4010150;Kockbacka;2010;280
4270502;Älgeby/Garns-Ekskogen;2009;280
4270502;Älgeby/Garns-Ekskogen;2011;280
5211453;Gamla Nynäsvägen;2013;280
5240000;Ornö församling;2001;280
5411030;Kvarnholmen;2012;280
5650000;Möja församling;2015;280
2110370;Örnsberg Syd-Väst;2004;281
2150740;Skarpa By;2014;281
3710170;Råstahem;2007;281
5211920;Gålö Sandemar;2001;281
5211950;Årsta Havsbad Ö;2009;281
6154100;Skebobruk;2002;281
6154100;Skebobruk;2003;281
1010290;Oxtorget;2000;282
3510120;Märsta kyrka;2001;282
3710170;Råstahem;2005;282
3710582;Ingenting;2014;282
5211950;Årsta Havsbad Ö;2015;282
6154100;Skebobruk;2010;282
1010210;Tegelbacken;2008;283
1310140;Tekniska Nämndhuset;2002;283
4270502;Älgeby/Garns-Ekskogen;2007;283
5240000;Ornö församling;2002;283
6163500;Björkö;2005;283
6330391;Västra Geneta;2000;283
1220110;Östermalmshallen;2010;284
2110370;Örnsberg Syd-Väst;2008;284
2150740;Skarpa By;2013;284
3710170;Råstahem;2002;284
3910120;Örnstigen;2005;284
5140691;Tullinge glesbygd;2010;284
6163500;Björkö;2001;284
1010201;Centralstationen N;2001;285
1210350;Stora Skuggan;2013;285
1439999;Katarina fg rest;2007;285
2110370;Örnsberg Syd-Väst;2003;285
2110370;Örnsberg Syd-Väst;2007;285
3710112;Järvastaden norra;2012;285
3710170;Råstahem;2004;285
3910120;Örnstigen;2008;285
4311830;Skarpö;2000;285
1320340;Östra Hornsberg;2009;286
3710170;Råstahem;2003;286
3710170;Råstahem;2015;286
2119999;Hägersten fg rest;2008;287
2130210;Högdalens Centrum;2000;287
6123220;Södra Estuna;2010;287
6132200;Frötuna;2017;287
6154100;Skebobruk;2013;287
6163500;Björkö;2003;287
1010210;Tegelbacken;2009;288
2150740;Skarpa By;2017;288
3610680;Kvarnskogen;2005;288
4220000;Markims församling;2011;288
5211920;Gålö Sandemar;2002;288
5211950;Årsta Havsbad Ö;2008;288
1310140;Tekniska Nämndhuset;2000;289
2110370;Örnsberg Syd-Väst;2005;289
2130210;Högdalens Centrum;2001;289
3710170;Råstahem;2000;289
3710582;Ingenting;2013;289
5199999;Botkyrka kn rest;2017;289
5611160;Ösby Grind;2017;289
6132200;Frötuna;2009;289
6163500;Björkö;2004;289
2130210;Högdalens Centrum;2002;290
2150740;Skarpa By;2016;290
4070140;Norrboda;2013;290
5240000;Ornö församling;2004;290
6121000;Malsta församling;2006;290
6123220;Södra Estuna;2011;290
6330391;Västra Geneta;2001;290
2230560;Södra Vinsta;2006;291
3710170;Råstahem;2010;291
3910120;Örnstigen;2004;291
3910120;Örnstigen;2007;291
4220000;Markims församling;2008;291
4220000;Markims församling;2009;291
4311443;Kullön;2002;291
6132200;Frötuna;2016;291
6163500;Björkö;2000;291
6341430;Tveta glesbygd;2007;291
4220000;Markims församling;2007;292
4220000;Markims församling;2010;292
4220000;Markims församling;2016;292
4230500;Orkesta glesbygd;2007;292
4270502;Älgeby/Garns-Ekskogen;2008;292
4270502;Älgeby/Garns-Ekskogen;2012;292
2150740;Skarpa By;2015;293
3412100;Elfvik;2000;293
3580300;Vidbo fd församling;2013;293
3710170;Råstahem;2012;293
3810310;Lötsjö;2008;293
5211920;Gålö Sandemar;2003;293
6163500;Björkö;2002;293
1010210;Tegelbacken;2015;294
3910120;Örnstigen;2003;294
4220000;Markims församling;2014;294
4230500;Orkesta glesbygd;2006;294
4311830;Skarpö;2001;294
5120920;Tumba glesbygd;2006;294
5211950;Årsta Havsbad Ö;2014;294
5399999;Huddinge kn rest;2011;294
1010210;Tegelbacken;2011;295
1010210;Tegelbacken;2013;295
2110370;Örnsberg Syd-Väst;2002;295
3710170;Råstahem;2013;295
3910120;Örnstigen;2002;295
6132200;Frötuna;2010;295
6132200;Frötuna;2015;295
1010210;Tegelbacken;2012;296
1010210;Tegelbacken;2017;296
1310140;Tekniska Nämndhuset;2011;296
3710170;Råstahem;2014;296
4050100;Håbo-Tibble kyrkby;2011;296
4050100;Håbo-Tibble kyrkby;2012;296
4220000;Markims församling;2012;296
4220000;Markims församling;2013;296
4220000;Markims församling;2015;296
5199999;Botkyrka kn rest;2013;296
5199999;Botkyrka kn rest;2014;296
5211710;Norrby;2001;296
5611160;Ösby Grind;2016;296
2260310;Kista Centrum;2002;297
4050200;Mariedal-Näshagen;2000;297
4210450;Östra Vallentuna tätort;2017;297
5211920;Gålö Sandemar;2005;297
5340750;Flemingsbergs glesbygd;2012;297
5611160;Ösby Grind;2012;297
5611160;Ösby Grind;2014;297
1010201;Centralstationen N;2000;298
1439999;Katarina fg rest;2006;298
2119999;Hägersten fg rest;2006;298
2260310;Kista Centrum;2001;298
3710170;Råstahem;2009;298
4050100;Håbo-Tibble kyrkby;2003;298
4311830;Skarpö;2003;298
5240000;Ornö församling;2003;298
1110210;Wenner Gren Center;2007;299
1220110;Östermalmshallen;2003;299
3610810;Falkberget;2006;299
3910120;Örnstigen;2006;299
4010503;Södra Bro;2010;299
4311830;Skarpö;2002;299
5120970;Loviseberg;2011;299
5211920;Gålö Sandemar;2006;299
1220110;Östermalmshallen;2004;300
2110370;Örnsberg Syd-Väst;2010;300
2110370;Örnsberg Syd-Väst;2011;300
4210530;Vallentuna glesbygd NO;2000;300
4230500;Orkesta glesbygd;2000;300
4270502;Älgeby/Garns-Ekskogen;2013;300
5399999;Huddinge kn rest;2007;300
3580300;Vidbo fd församling;2014;301
3710170;Råstahem;2011;301
4050100;Håbo-Tibble kyrkby;2010;301
4050500;Håbo-Tibble glesbygd;2008;301
4230510;Orkesta glesbygd;2010;301
5512020;Bollmora industriomr;2010;301
6154100;Skebobruk;2016;301
1310140;Tekniska Nämndhuset;2012;302
1420310;Södersjukhuset;2004;302
3580300;Vidbo fd församling;2012;302
4050500;Håbo-Tibble glesbygd;2006;302
4230500;Orkesta glesbygd;2005;302
5255130;Västerhaninge kyrka;2005;302
6132120;Östhamra;2014;302
6132200;Frötuna;2011;302
6320550;Ragnhildsborg;2001;302
1010290;Oxtorget;2003;303
1220110;Östermalmshallen;2005;303
2119999;Hägersten fg rest;2007;303
3412100;Elfvik;2001;303
4050100;Håbo-Tibble kyrkby;2008;303
4050500;Håbo-Tibble glesbygd;2010;303
4220000;Markims församling;2017;303
4230500;Orkesta glesbygd;2004;303
4230500;Orkesta glesbygd;2008;303
4230510;Orkesta glesbygd;2011;303
4311830;Skarpö;2016;303
5611160;Ösby Grind;2015;303
2110370;Örnsberg Syd-Väst;2013;304
2110370;Örnsberg Syd-Väst;2017;304
3414230;Gåshaga;2001;304
4050100;Håbo-Tibble kyrkby;2007;304
4050100;Håbo-Tibble kyrkby;2009;304
4050100;Håbo-Tibble kyrkby;2013;304
4050500;Håbo-Tibble glesbygd;2000;304
4311443;Kullön;2003;304
4311830;Skarpö;2017;304
5211710;Norrby;2000;304
5211920;Gålö Sandemar;2004;304
5211950;Årsta Havsbad Ö;2016;304
5211950;Årsta Havsbad Ö;2017;304
5650000;Möja församling;2013;304
1420310;Södersjukhuset;2005;305
2110370;Örnsberg Syd-Väst;2006;305
2130210;Högdalens Centrum;2005;305
3910120;Örnstigen;2001;305
4050100;Håbo-Tibble kyrkby;2005;305
4230500;Orkesta glesbygd;2002;305
4230510;Orkesta glesbygd;2014;305
4311830;Skarpö;2015;305
1220110;Östermalmshallen;2002;306
2110370;Örnsberg Syd-Väst;2001;306
2110370;Örnsberg Syd-Väst;2012;306
2130210;Högdalens Centrum;2003;306
3220262;Gällsta Ö;2003;306
3580300;Vidbo fd församling;2010;306
3710430;Karolinska Institutet;2000;306
4050100;Håbo-Tibble kyrkby;2006;306
4220000;Markims församling;2001;306
4220000;Markims församling;2003;306
4230500;Orkesta glesbygd;2009;306
5120970;Loviseberg;2013;306
1010210;Tegelbacken;2016;307
3312101;Slammertorp;2014;307
4220000;Markims församling;2006;307
4311900;Oskar Fredriksborg;2016;307
1010210;Tegelbacken;2014;308
1110210;Wenner Gren Center;2009;308
1420310;Södersjukhuset;2000;308
1420310;Södersjukhuset;2001;308
1420310;Södersjukhuset;2006;308
2249999;Spånga fg rest;2005;308
3551150;Steninge gård;2009;308
4050500;Håbo-Tibble glesbygd;2004;308
4050500;Håbo-Tibble glesbygd;2009;308
5512020;Bollmora industriomr;2009;308
5650000;Möja församling;2011;308
6123220;Södra Estuna;2012;308
6154100;Skebobruk;2014;308
6330391;Västra Geneta;2002;308
1010230;Centralposten;2003;309
2110370;Örnsberg Syd-Väst;2014;309
2260310;Kista Centrum;2000;309
3347201;Barkarbyfältet;2011;309
4050100;Håbo-Tibble kyrkby;2014;309
4050200;Mariedal-Näshagen;2001;309
4050500;Håbo-Tibble glesbygd;2011;309
4050500;Håbo-Tibble glesbygd;2014;309
4230510;Orkesta glesbygd;2012;309
4230510;Orkesta glesbygd;2015;309
4311830;Skarpö;2014;309
5120970;Loviseberg;2012;309
5211710;Norrby;2002;309
5255130;Västerhaninge kyrka;2003;309
5399999;Huddinge kn rest;2008;309
5650000;Möja församling;2010;309
5650000;Möja församling;2012;309
6132200;Frötuna;2012;309
6321710;Igelsta;2016;309
1310140;Tekniska Nämndhuset;2013;310
3580300;Vidbo fd församling;2009;310
4050100;Håbo-Tibble kyrkby;2002;310
4050100;Håbo-Tibble kyrkby;2016;310
4050500;Håbo-Tibble glesbygd;2003;310
4050500;Håbo-Tibble glesbygd;2007;310
4050500;Håbo-Tibble glesbygd;2013;310
4220000;Markims församling;2000;310
5611160;Ösby Grind;2010;310
6154500;Ununge glesbygd;2014;310
4220000;Markims församling;2004;311
4230510;Orkesta glesbygd;2013;311
4311830;Skarpö;2004;311
5120970;Loviseberg;2015;311
5199999;Botkyrka kn rest;2015;311
5611160;Ösby Grind;2011;311
5650000;Möja församling;2009;311
6132200;Frötuna;2013;311
6132200;Frötuna;2014;311
6321710;Igelsta;2017;311
6330391;Västra Geneta;2005;311
2110370;Örnsberg Syd-Väst;2015;312
2110370;Örnsberg Syd-Väst;2016;312
2230560;Södra Vinsta;2012;312
3412100;Elfvik;2002;312
4050100;Håbo-Tibble kyrkby;2000;312
4050100;Håbo-Tibble kyrkby;2004;312
4210530;Vallentuna glesbygd NO;2001;312
4230510;Orkesta glesbygd;2016;312
1310140;Tekniska Nämndhuset;2017;313
4220000;Markims församling;2002;313
4230510;Orkesta glesbygd;2017;313
4311830;Skarpö;2005;313
4311830;Skarpö;2013;313
5512020;Bollmora industriomr;2008;313
6321710;Igelsta;2015;313
6330391;Västra Geneta;2003;313
1010210;Tegelbacken;2010;314
2130210;Högdalens Centrum;2006;314
3610810;Falkberget;2007;314
4050100;Håbo-Tibble kyrkby;2001;314
4050500;Håbo-Tibble glesbygd;2001;314
4230500;Orkesta glesbygd;2001;314
4230500;Orkesta glesbygd;2003;314
5255130;Västerhaninge kyrka;2000;314
5255130;Västerhaninge kyrka;2001;314
5512020;Bollmora industriomr;2007;314
6330391;Västra Geneta;2004;314
1010290;Oxtorget;2005;315
1310140;Tekniska Nämndhuset;2014;315
2130210;Högdalens Centrum;2004;315
4050500;Håbo-Tibble glesbygd;2005;315
4311830;Skarpö;2006;315
5211920;Gålö Sandemar;2014;315
5255130;Västerhaninge kyrka;2004;315
6321710;Igelsta;2012;315
6321710;Igelsta;2013;315
1010230;Centralposten;2005;316
3347300;Järfälla kyrka;2001;316
4050500;Håbo-Tibble glesbygd;2015;316
5120970;Loviseberg;2014;316
5650000;Möja församling;2008;316
6321710;Igelsta;2011;316
1010230;Centralposten;2006;317
3312101;Slammertorp;2015;317
3312101;Slammertorp;2016;317
3347300;Järfälla kyrka;2000;317
3347300;Järfälla kyrka;2005;317
3580300;Vidbo fd församling;2011;317
3580300;Vidbo fd församling;2016;317
3910120;Örnstigen;2000;317
4050100;Håbo-Tibble kyrkby;2015;317
4311830;Skarpö;2007;317
5211920;Gålö Sandemar;2013;317
5399999;Huddinge kn rest;2009;317
6121000;Malsta församling;2007;317
6154500;Ununge glesbygd;2013;317
1010230;Centralposten;2004;318
1420310;Södersjukhuset;2003;318
3347202;Barkarby Handelsplats Syd;2016;318
3347300;Järfälla kyrka;2002;318
4220000;Markims församling;2005;318
5650000;Möja församling;2007;318
6321710;Igelsta;2014;318
3312101;Slammertorp;2012;319
4010502;Östra Bro;2010;319
4050500;Håbo-Tibble glesbygd;2012;319
5611160;Ösby Grind;2006;319
1220110;Östermalmshallen;2014;320
1310140;Tekniska Nämndhuset;2015;320
3312101;Slammertorp;2011;320
5399999;Huddinge kn rest;2015;320
5399999;Huddinge kn rest;2016;320
5512020;Bollmora industriomr;2011;320
5611160;Ösby Grind;2009;320
1220110;Östermalmshallen;2000;321
1310140;Tekniska Nämndhuset;2016;321
3534031;Sankt Olofs glesbygd;2011;321
3580300;Vidbo fd församling;2015;321
4050100;Håbo-Tibble kyrkby;2017;321
4050500;Håbo-Tibble glesbygd;2002;321
5611160;Ösby Grind;2004;321
6154500;Ununge glesbygd;2017;321
1010290;Oxtorget;2004;322
1010290;Oxtorget;2008;322
2230610;Vällingby Centrum;2002;322
2230610;Vällingby Centrum;2004;322
3312101;Slammertorp;2017;322
3347300;Järfälla kyrka;2004;322
3347300;Järfälla kyrka;2006;322
3534031;Sankt Olofs glesbygd;2010;322
3710582;Ingenting;2015;322
4311820;Rindö;2001;322
