basomrade;name;year;Befolkning Total
1430170;Skanstull;2007;
1430170;Skanstull;2008;
1430170;Skanstull;2009;
1430170;Skanstull;2010;
1430170;Skanstull;2011;
1430170;Skanstull;2012;
1430170;Skanstull;2013;
1430170;Skanstull;2014;
1430170;Skanstull;2015;
1430170;Skanstull;2016;
1430170;Skanstull;2017;
1440130;Masthamnen;2000;
1440130;Masthamnen;2001;
1440130;Masthamnen;2002;
1440130;Masthamnen;2003;
1440130;Masthamnen;2004;
1440130;Masthamnen;2005;
1440130;Masthamnen;2006;
1440130;Masthamnen;2007;
1440130;Masthamnen;2008;
1440130;Masthamnen;2009;
1440130;Masthamnen;2010;
1440130;Masthamnen;2011;
1440130;Masthamnen;2012;
1440130;Masthamnen;2013;
1440130;Masthamnen;2014;
1440130;Masthamnen;2017;
2110360;Örnsbergs industriomr;2001;
2110360;Örnsbergs industriomr;2006;
2110360;Örnsbergs industriomr;2007;
2110360;Örnsbergs industriomr;2008;
2110670;Årstaäng;2003;
2110670;Årstaäng;2004;
2110670;Årstaäng;2005;
2110670;Årstaäng;2006;
2110670;Årstaäng;2007;
2110682;Nyboda V;2003;
2110682;Nyboda V;2004;
2110682;Nyboda V;2005;
2110682;Nyboda V;2006;
2110682;Nyboda V;2012;
2110682;Nyboda V;2013;
2110682;Nyboda V;2014;
2110682;Nyboda V;2015;
2110682;Nyboda V;2016;
2110682;Nyboda V;2017;
2110760;Telefonfabriken;2000;
2110760;Telefonfabriken;2001;
2110760;Telefonfabriken;2002;
2110760;Telefonfabriken;2003;
2110760;Telefonfabriken;2004;
2110760;Telefonfabriken;2005;
2110760;Telefonfabriken;2006;
2110960;Mikrofonvägen;2000;
2110990;Upplagsvägen;2000;
2110990;Upplagsvägen;2001;
2110990;Upplagsvägen;2002;
2110990;Upplagsvägen;2003;
2110990;Upplagsvägen;2004;
2110990;Upplagsvägen;2005;
2110990;Upplagsvägen;2006;
2110990;Upplagsvägen;2007;
2110990;Upplagsvägen;2008;
2110990;Upplagsvägen;2009;
2110990;Upplagsvägen;2010;
2110990;Upplagsvägen;2011;
2110990;Upplagsvägen;2012;
2110990;Upplagsvägen;2013;
2110990;Upplagsvägen;2014;
2110990;Upplagsvägen;2017;
2120861;Ö:a Älvsjö: Ind-omr;2000;
2120861;Ö:a Älvsjö: Ind-omr;2001;
2120861;Ö:a Älvsjö: Ind-omr;2002;
2120861;Ö:a Älvsjö: Ind-omr;2003;
2120861;Ö:a Älvsjö: Ind-omr;2004;
2120861;Ö:a Älvsjö: Ind-omr;2005;
2120862;Ö:a Älvsjö Mässan;2010;
2120862;Ö:a Älvsjö Mässan;2011;
2120862;Ö:a Älvsjö Mässan;2012;
2120862;Ö:a Älvsjö Mässan;2013;
2120862;Ö:a Älvsjö Mässan;2014;
2120862;Ö:a Älvsjö Mässan;2015;
2120862;Ö:a Älvsjö: Mässan;2000;
2120862;Ö:a Älvsjö: Mässan;2001;
2120862;Ö:a Älvsjö: Mässan;2002;
2120862;Ö:a Älvsjö: Mässan;2003;
2120862;Ö:a Älvsjö: Mässan;2004;
2120862;Ö:a Älvsjö: Mässan;2005;
2120862;Ö:a Älvsjö: Mässan;2006;
2120862;Ö:a Älvsjö: Mässan;2007;
2120862;Ö:a Älvsjö: Mässan;2008;
2120862;Ö:a Älvsjö: Mässan;2009;
2121022;Östbergavägen;2010;
2121022;Östbergavägen;2011;
2121022;Östbergavägen;2012;
2121022;Östbergavägen;2013;
2121022;Östbergavägen;2014;
2121022;Östbergavägen;2015;
2121022;Östbergavägen;2016;
2121022;Östbergavägen;2017;
2130260;Högdalens industriomr;2008;
2140160;Västra Enskedefältet;2000;
2140160;Västra Enskedefältet;2001;
2140160;Västra Enskedefältet;2002;
2140160;Västra Enskedefältet;2003;
2140160;Västra Enskedefältet;2004;
2140160;Västra Enskedefältet;2005;
2140160;Västra Enskedefältet;2006;
2140160;Västra Enskedefältet;2007;
2140160;Västra Enskedefältet;2008;
2140160;Västra Enskedefältet;2009;
2140160;Västra Enskedefältet;2010;
2140160;Västra Enskedefältet;2011;
2140160;Västra Enskedefältet;2012;
2140160;Västra Enskedefältet;2014;
2140160;Västra Enskedefältet;2015;
2140160;Västra Enskedefältet;2016;
2140660;Slakthuset;2000;
2140660;Slakthuset;2001;
2140660;Slakthuset;2002;
2140660;Slakthuset;2003;
2140660;Slakthuset;2004;
2140660;Slakthuset;2005;
2140660;Slakthuset;2006;
2140660;Slakthuset;2007;
2140660;Slakthuset;2009;
2140660;Slakthuset;2011;
2150300;Flaten;2000;
2150300;Flaten;2001;
2150300;Flaten;2002;
2150300;Flaten;2003;
2150300;Flaten;2005;
2150300;Flaten;2010;
2150300;Flaten;2011;
2150300;Flaten;2012;
2150300;Flaten;2016;
2150300;Flaten;2017;
2160210;Farsta Centrum;2000;
2160210;Farsta Centrum;2001;
2160210;Farsta Centrum;2002;
2160210;Farsta Centrum;2003;
2160210;Farsta Centrum;2004;
2160210;Farsta Centrum;2005;
2160210;Farsta Centrum;2006;
2160210;Farsta Centrum;2007;
2160210;Farsta Centrum;2008;
2160210;Farsta Centrum;2009;
2160210;Farsta Centrum;2010;
2160210;Farsta Centrum;2011;
2160210;Farsta Centrum;2012;
2160210;Farsta Centrum;2013;
2160210;Farsta Centrum;2014;
2160210;Farsta Centrum;2015;
2160210;Farsta Centrum;2016;
2160400;Farstanäset;2000;
2160400;Farstanäset;2001;
2160400;Farstanäset;2002;
2160400;Farstanäset;2003;
2160400;Farstanäset;2004;
2160400;Farstanäset;2005;
2160400;Farstanäset;2006;
2160400;Farstanäset;2007;
2160400;Farstanäset;2008;
2160400;Farstanäset;2009;
2160400;Farstanäset;2010;
2160400;Farstanäset;2011;
2160400;Farstanäset;2012;
2160400;Farstanäset;2013;
2160400;Farstanäset;2014;
2160400;Farstanäset;2015;
2160400;Farstanäset;2016;
2160400;Farstanäset;2017;
2170160;Södra Bredäng;2000;
2170160;Södra Bredäng;2001;
2170160;Södra Bredäng;2002;
2170160;Södra Bredäng;2003;
2170160;Södra Bredäng;2004;
2170160;Södra Bredäng;2005;
2170160;Södra Bredäng;2006;
2170160;Södra Bredäng;2007;
2170160;Södra Bredäng;2008;
2170160;Södra Bredäng;2009;
2170160;Södra Bredäng;2010;
2170160;Södra Bredäng;2011;
2170160;Södra Bredäng;2012;
2170160;Södra Bredäng;2013;
2170160;Södra Bredäng;2014;
2170160;Södra Bredäng;2015;
2170160;Södra Bredäng;2016;
2170160;Södra Bredäng;2017;
2170260;Södra Sätra;2000;
2170260;Södra Sätra;2001;
2170260;Södra Sätra;2002;
2170260;Södra Sätra;2004;
2170260;Södra Sätra;2005;
2170260;Södra Sätra;2006;
2170260;Södra Sätra;2007;
2170260;Södra Sätra;2008;
2170260;Södra Sätra;2009;
2170260;Södra Sätra;2010;
2170260;Södra Sätra;2011;
2170260;Södra Sätra;2012;
2170260;Södra Sätra;2013;
2170260;Södra Sätra;2014;
2170260;Södra Sätra;2016;
2210961;Bromma Flygplats S;2000;
2210961;Bromma Flygplats S;2001;
2210961;Bromma Flygplats S;2002;
2210961;Bromma Flygplats S;2004;
2210961;Bromma Flygplats S;2005;
2210961;Bromma Flygplats S;2006;
2210961;Bromma Flygplats S;2007;
2210962;Bromma Flygplats N;2000;
2210962;Bromma Flygplats N;2001;
2210962;Bromma Flygplats N;2002;
2210962;Bromma Flygplats N;2003;
2210962;Bromma Flygplats N;2004;
2210962;Bromma Flygplats N;2005;
2210962;Bromma Flygplats N;2006;
2210962;Bromma Flygplats N;2007;
2210962;Bromma Flygplats N;2008;
2210962;Bromma Flygplats N;2009;
2210962;Bromma Flygplats N;2010;
2210962;Bromma Flygplats N;2011;
2210962;Bromma Flygplats N;2012;
2210962;Bromma Flygplats N;2013;
2210962;Bromma Flygplats N;2014;
2210962;Bromma Flygplats N;2015;
2210962;Bromma Flygplats N;2016;
2210962;Bromma Flygplats N;2017;
2210963;Bromma Flygplats V;2000;
2210963;Bromma Flygplats V;2001;
2210963;Bromma Flygplats V;2002;
2210963;Bromma Flygplats V;2003;
2210963;Bromma Flygplats V;2004;
2210963;Bromma Flygplats V;2005;
2210963;Bromma Flygplats V;2006;
2210963;Bromma Flygplats V;2007;
2210963;Bromma Flygplats V;2008;
2210963;Bromma Flygplats V;2009;
2210963;Bromma Flygplats V;2010;
2210963;Bromma Flygplats V;2011;
2211122;Färjestadsvägen Ö;2000;
2211122;Färjestadsvägen Ö;2001;
2211122;Färjestadsvägen Ö;2002;
2211122;Färjestadsvägen Ö;2003;
2211122;Färjestadsvägen Ö;2004;
2211122;Färjestadsvägen Ö;2005;
2211122;Färjestadsvägen Ö;2006;
2211122;Färjestadsvägen Ö;2007;
2211122;Färjestadsvägen Ö;2008;
2211122;Färjestadsvägen Ö;2009;
2211122;Färjestadsvägen Ö;2010;
2211122;Färjestadsvägen Ö;2011;
2211122;Färjestadsvägen Ö;2012;
2211122;Färjestadsvägen Ö;2013;
2211122;Färjestadsvägen Ö;2014;
2211122;Färjestadsvägen Ö;2015;
2211122;Färjestadsvägen Ö;2016;
2211122;Färjestadsvägen Ö;2017;
2211260;Bällstahamnen;2003;
2211260;Bällstahamnen;2010;
2230460;Råcksta Gård;2000;
2230460;Råcksta Gård;2001;
2230460;Råcksta Gård;2002;
2230460;Råcksta Gård;2003;
2230460;Råcksta Gård;2004;
2230460;Råcksta Gård;2005;
2230460;Råcksta Gård;2006;
2230460;Råcksta Gård;2007;
2230460;Råcksta Gård;2008;
2230460;Råcksta Gård;2009;
2230460;Råcksta Gård;2010;
2240660;Spånga Industriomr;2001;
2242363;Grönlandsgången;2010;
2242363;Grönlandsgången;2011;
2242363;Grönlandsgången;2012;
2242363;Grönlandsgången;2013;
2242363;Grönlandsgången;2014;
2242363;Grönlandsgången;2015;
2242363;Grönlandsgången;2016;
2242363;Grönlandsgången;2017;
2242364;Kistagången;2010;
2242364;Kistagången;2011;
2242364;Kistagången;2013;
2242364;Kistagången;2015;
2242364;Kistagången;2016;
2242365;Viderögatan;2010;
2242365;Viderögatan;2011;
2242365;Viderögatan;2012;
2242365;Viderögatan;2014;
2242365;Viderögatan;2015;
2242365;Viderögatan;2016;
2242365;Viderögatan;2017;
2260160;Norra Akalla;2000;
2260160;Norra Akalla;2001;
2260160;Norra Akalla;2002;
2260361;Isafjordsgatan;2000;
2260361;Isafjordsgatan;2001;
2260361;Isafjordsgatan;2002;
2260361;Isafjordsgatan;2003;
2260361;Isafjordsgatan;2004;
2260361;Isafjordsgatan;2005;
2260361;Isafjordsgatan;2006;
2260361;Isafjordsgatan;2007;
2269999;Kista fg rest;2009;
2999999;Stockholms kn rest;2000;
2999999;Stockholms kn rest;2001;
2999999;Stockholms kn rest;2002;
2999999;Stockholms kn rest;2003;
2999999;Stockholms kn rest;2004;
2999999;Stockholms kn rest;2005;
2999999;Stockholms kn rest;2006;
2999999;Stockholms kn rest;2007;
2999999;Stockholms kn rest;2008;
2999999;Stockholms kn rest;2009;
3110210;Danderydsberg;2000;
3110361;Danderyds Sjukhus;2000;
3110362;Mörbylund norra;2000;
3110362;Mörbylund norra;2001;
3110362;Mörbylund norra;2002;
3110362;Mörbylund norra;2003;
3110600;Rinkeby gård;2000;
3110600;Rinkeby gård;2001;
3110600;Rinkeby gård;2002;
3110600;Rinkeby gård;2003;
3110600;Rinkeby gård;2004;
3110600;Rinkeby gård;2005;
3110600;Rinkeby gård;2006;
3110600;Rinkeby gård;2007;
3110600;Rinkeby gård;2008;
3110600;Rinkeby gård;2009;
3110600;Rinkeby gård;2010;
3110600;Rinkeby gård;2011;
3110600;Rinkeby gård;2012;
3110600;Rinkeby gård;2013;
3220280;Asknäs arbetsomr;2000;
3220280;Asknäs arbetsomr;2001;
3220280;Asknäs arbetsomr;2002;
3220280;Asknäs arbetsomr;2003;
3220280;Asknäs arbetsomr;2004;
3220280;Asknäs arbetsomr;2005;
3220280;Asknäs arbetsomr;2006;
3220280;Asknäs arbetsomr;2007;
3220280;Asknäs arbetsomr;2008;
3220280;Asknäs arbetsomr;2009;
3220280;Asknäs arbetsomr;2010;
3220280;Asknäs arbetsomr;2011;
3220280;Asknäs arbetsomr;2012;
3220280;Asknäs arbetsomr;2013;
3220280;Asknäs arbetsomr;2014;
3220280;Asknäs arbetsomr;2015;
3220280;Asknäs arbetsomr;2016;
3220280;Asknäs arbetsomr;2017;
3312102;Bolinder Strand;2000;
3312102;Bolinder Strand;2001;
3324332;Barkaby Handelsplats Nord;2000;
3324332;Barkaby Handelsplats Nord;2001;
3324332;Barkaby Handelsplats Nord;2002;
3324332;Barkaby Handelsplats Nord;2003;
3324332;Barkaby Handelsplats Nord;2004;
3324332;Barkaby Handelsplats Nord;2005;
3324332;Barkaby Handelsplats Nord;2006;
3324332;Barkaby Handelsplats Nord;2007;
3324332;Barkaby Handelsplats Nord;2008;
3324332;Barkaby Handelsplats Nord;2009;
3324332;Barkarby Handelsplats Nord;2010;
3324332;Barkarby Handelsplats Nord;2011;
3324332;Barkarby Handelsplats Nord;2012;
3324332;Barkarby Handelsplats Nord;2013;
3324332;Barkarby Handelsplats Nord;2014;
3324332;Barkarby Handelsplats Nord;2015;
3324332;Barkarby Handelsplats Nord;2016;
3324332;Barkarby Handelsplats Nord;2017;
3347100;Östra Veddesta;2000;
3347100;Östra Veddesta;2002;
3347201;Barkabyfältet;2000;
3347201;Barkabyfältet;2001;
3347201;Barkabyfältet;2002;
3347201;Barkabyfältet;2003;
3347201;Barkabyfältet;2004;
3347201;Barkabyfältet;2005;
3347201;Barkabyfältet;2006;
3347201;Barkabyfältet;2007;
3413840;Aga;2000;
3413840;Aga;2001;
3413840;Aga;2002;
3413840;Aga;2003;
3413840;Aga;2004;
3413840;Aga;2005;
3413840;Aga;2006;
3413840;Aga;2007;
3413840;Aga;2008;
3413840;Aga;2009;
3413840;Aga;2010;
3413840;Aga;2011;
3510411;Arlanda Norra;2012;
3510411;Arlanda Norra;2013;
3510411;Arlanda Norra;2015;
3510411;Arlanda Norra;2016;
3510411;Arlanda Norra;2017;
3510412;Arlanda Södra;2010;
3510412;Arlanda Södra;2011;
3510412;Arlanda Södra;2012;
3510412;Arlanda Södra;2013;
3510412;Arlanda Södra;2014;
3510412;Arlanda Södra;2015;
3510412;Arlanda Södra;2016;
3510412;Arlanda Södra;2017;
3510413;Arlanda Terminal;2010;
3510413;Arlanda Terminal;2011;
3510413;Arlanda Terminal;2012;
3510413;Arlanda Terminal;2013;
3510413;Arlanda Terminal;2014;
3510413;Arlanda Terminal;2015;
3510413;Arlanda Terminal;2016;
3510413;Arlanda Terminal;2017;
3510420;Märsta södra industriomr;2002;
3510420;Märsta södra industriomr;2003;
3510420;Märsta södra industriomr;2004;
3510420;Märsta södra industriomr;2006;
3510420;Märsta södra industriomr;2007;
3510420;Märsta södra industriomr;2008;
3510470;Märsta södra glesbygd;2000;
3510470;Märsta södra glesbygd;2001;
3510470;Märsta södra glesbygd;2002;
3510470;Märsta södra glesbygd;2003;
3510470;Märsta södra glesbygd;2004;
3510470;Märsta södra glesbygd;2005;
3510470;Märsta södra glesbygd;2006;
3510470;Märsta södra glesbygd;2007;
3510470;Märsta södra glesbygd;2008;
3510470;Märsta södra glesbygd;2009;
3510470;Märsta södra glesbygd;2010;
3510470;Märsta södra glesbygd;2011;
3510470;Märsta södra glesbygd;2012;
3510470;Märsta södra glesbygd;2013;
3510470;Märsta södra glesbygd;2014;
3510470;Märsta södra glesbygd;2015;
3510470;Märsta södra glesbygd;2016;
3510470;Märsta södra glesbygd;2017;
3560100;Norrsunda industriomr;2000;
3560100;Norrsunda industriomr;2001;
3560100;Norrsunda industriomr;2002;
3560100;Norrsunda industriomr;2003;
3560100;Norrsunda industriomr;2005;
3560100;Norrsunda industriomr;2006;
3560100;Norrsunda industriomr;2007;
3560100;Norrsunda industriomr;2008;
3560100;Norrsunda industriomr;2009;
3560100;Norrsunda industriomr;2010;
3560100;Norrsunda industriomr;2011;
3560100;Norrsunda industriomr;2012;
3560100;Norrsunda industriomr;2013;
3560100;Norrsunda industriomr;2014;
3560100;Norrsunda industriomr;2015;
3560100;Norrsunda industriomr;2016;
3560220;Rosersbergs arbetsomr;2000;
3560220;Rosersbergs arbetsomr;2001;
3560220;Rosersbergs arbetsomr;2002;
3560220;Rosersbergs arbetsomr;2003;
3560220;Rosersbergs arbetsomr;2004;
3560220;Rosersbergs arbetsomr;2005;
3560220;Rosersbergs arbetsomr;2006;
3560220;Rosersbergs arbetsomr;2007;
3560220;Rosersbergs arbetsomr;2008;
3560220;Rosersbergs arbetsomr;2009;
3560220;Rosersbergs arbetsomr 1;2010;
3560220;Rosersbergs arbetsomr 1;2011;
3560220;Rosersbergs arbetsomr 1;2012;
3560220;Rosersbergs arbetsomr 1;2013;
3560220;Rosersbergs arbetsomr 1;2014;
3560220;Rosersbergs arbetsomr 1;2015;
3560220;Rosersbergs arbetsomr 1;2016;
3560220;Rosersbergs arbetsomr 1;2017;
3560230;Rosersbergs nya arbetsomr;2010;
3560230;Rosersbergs nya arbetsomr;2011;
3560230;Rosersbergs nya arbetsomr;2014;
3560300;Arlanda Stad;2000;
3560300;Arlanda Stad;2001;
3560300;Arlanda Stad;2002;
3560300;Arlanda Stad;2003;
3560300;Arlanda Stad;2004;
3560300;Arlanda Stad;2005;
3560300;Arlanda Stad;2006;
3560300;Arlanda Stad;2007;
3560300;Arlanda Stad;2008;
3560300;Arlanda Stad;2009;
3560300;Arlanda stad;2010;
3560300;Arlanda stad;2011;
3560300;Arlanda stad;2012;
3560300;Arlanda stad;2013;
3560300;Arlanda stad;2014;
3560300;Arlanda stad;2015;
3560300;Arlanda stad;2016;
3560300;Arlanda stad;2017;
3560520;Brista Värmeverk;2010;
3560520;Brista Värmeverk;2011;
3560520;Brista Värmeverk;2012;
3560520;Brista Värmeverk;2013;
3560520;Brista Värmeverk;2014;
3560520;Brista Värmeverk;2015;
3560520;Brista Värmeverk;2016;
3560520;Brista Värmeverk;2017;
3560620;Norra Skånela;2000;
3560620;Norra Skånela;2001;
3560620;Norra Skånela;2002;
3560620;Norra Skånela;2003;
3560620;Norra Skånela;2004;
3560620;Norra Skånela;2005;
3560620;Norra Skånela;2006;
3560620;Norra Skånela;2007;
3560620;Norra Skånela;2008;
3560620;Norra Skånela;2009;
3560620;Norra Skånela;2010;
3560620;Norra Skånela;2011;
3560620;Norra Skånela;2012;
3560620;Norra Skånela;2013;
3560620;Norra Skånela;2014;
3560620;Norra Skånela;2015;
3560620;Norra Skånela;2016;
3560620;Norra Skånela;2017;
3580220;Västra Lunda;2000;
3580220;Västra Lunda;2001;
3580220;Västra Lunda;2002;
3580220;Västra Lunda;2003;
3580220;Västra Lunda;2004;
3580220;Västra Lunda;2005;
3580220;Västra Lunda;2006;
3580220;Västra Lunda;2007;
3580220;Västra Lunda;2008;
3580220;Västra Lunda;2009;
3580220;Västra Lunda;2010;
3580220;Västra Lunda;2011;
3580220;Västra Lunda;2012;
3580220;Västra Lunda;2013;
3580220;Västra Lunda;2014;
3580220;Västra Lunda;2015;
3580220;Västra Lunda;2016;
3580220;Västra Lunda;2017;
3610160;Rotebro industriomr;2000;
3610160;Rotebro industriomr;2001;
3610160;Rotebro industriomr;2002;
3610160;Rotebro industriomr;2003;
3610160;Rotebro industriomr;2004;
3610160;Rotebro industriomr;2005;
3610160;Rotebro industriomr;2006;
3610160;Rotebro industriomr;2007;
3610160;Rotebro industriomr;2008;
3610160;Rotebro industriomr;2009;
3610160;Rotebro industriomr;2010;
